Producto, Volumen mtro3
12321 , 0.00055037 
12322 , 0.00061861 
12323 , 0.00451100 
12324 , 0.05936000 
12325 , 0.22063105 
12326 , 0.00011827 
12327 , 0.06000000 
12328 , 1.37600000 
12329 , 0.00085200 
12330 , 0.00060300 
12331 , 0.02878200 
12332 , 0.05300600 
12333 , 0.00112500 
12334 , 0.79000000 
12335 , 0.22312500 
12336 , 0.00095680 
12337 , 0.00297500 
12338 , 0.00214414 
12339 , 0.04600250 
12340 , 0.05524500 
12341 , 0.76370000 
12342 , 0.00391400 
12343 , 0.67000000 
12344 , 0.00009520 
12345 , 0.02671000 
12346 , 0.41773790 
12347 , 0.74420500 
12348 , 0.00002810 
12349 , 0.00730134 
12350 , 0.02719300 
12351 , 0.13409700 
12352 , 0.18950000 
12353 , 0.00712041 
12354 , 0.09700000 
12355 , 0.05524500 
12356 , 0.05000000 
12357 , 0.67774000 
12358 , 0.00712041 
12359 , 0.03621400 
12360 , 0.08174400 
12361 , 0.00057302 
12362 , 0.01408800 
12363 , 0.01000000 
12364 , 1.27897200 
12365 , 0.00095680 
12366 , 0.01842676 
12367 , 0.11916700 
12368 , 0.00061100 
12369 , 0.03844909 
12370 , 0.00047400 
12371 , 0.00112500 
12372 , 0.02878200 
12373 , 0.00112500 
12374 , 0.00093183 
12375 , 0.10300000 
12376 , 0.02954000 
12377 , 0.00080000 
12378 , 0.02000000 
12379 , 1.46035000 
12380 , 0.00100000 
12381 , 0.02934100 
12382 , 0.00000731 
12383 , 0.05000000 
12384 , 0.01000000 
12385 , 0.15000000 
12386 , 0.00012800 
12387 , 0.03197700 
12388 , 0.00622200 
12389 , 0.72000000 
12390 , 0.00642000 
12391 , 0.28052000 
12392 , 0.06000000 
12393 , 0.12020000 
12394 , 0.22938690 
12395 , 0.39166253 
12396 , 0.01123100 
12397 , 0.79430000 
12398 , 0.03800000 
12399 , 0.00100000 
12400 , 0.00010000 
12401 , 0.00095680 
12402 , 1.27897200 
12403 , 0.05651500 
12404 , 0.00112500 
12405 , 0.00853600 
12406 , 0.00099580 
12407 , 0.00863000 
12408 , 0.01940000 
12409 , 0.72300000 
12410 , 0.21495700 
12411 , 0.00836071 
12412 , 1.23560000 
12413 , 0.00090593 
12414 , 0.00003400 
12415 , 0.00105000 
12416 , 0.44000000 
12417 , 0.23400000 
12418 , 0.48000000 
12419 , 0.06120400 
12420 , 0.00105990 
12421 , 0.05300600 
12422 , 0.03714620 
12423 , 0.01000000 
12424 , 0.01000000 
12425 , 0.01123100 
12426 , 0.96569600 
12427 , 0.22480000 
12428 , 0.00110800 
12429 , 0.01248000 
12430 , 1.12000000 
12431 , 0.01000000 
12432 , 0.00256800 
12433 , 0.00001379 
12434 , 0.01728100 
12435 , 0.00038200 
12436 , 0.00095680 
12437 , 0.45020000 
12438 , 0.00112500 
12439 , 0.00988000 
12440 , 0.00345244 
12441 , 0.10157854 
12442 , 0.01277000 
12443 , 0.10300000 
12444 , 0.18921641 
12445 , 0.00015121 
12446 , 0.00002248 
12447 , 0.00399000 
12448 , 0.03000000 
12449 , 0.00085200 
12450 , 0.02956100 
12451 , 0.00014900 
12452 , 1.96000000 
12453 , 0.00182600 
12454 , 0.00705020 
12455 , 0.00095680 
12456 , 0.00462300 
12457 , 0.06920000 
12458 , 0.00093183 
12459 , 0.00112500 
12460 , 0.05524500 
12461 , 0.00662830 
12462 , 0.00137600 
12463 , 0.00408000 
12464 , 0.00715900 
12465 , 0.00438000 
12466 , 0.14771000 
12467 , 0.00014900 
12468 , 0.38549650 
12469 , 0.32916000 
12470 , 0.00095680 
12471 , 0.00000500 
12472 , 0.00626130 
12473 , 0.00369600 
12474 , 0.00279300 
12475 , 0.22063105 
12476 , 0.00001276 
12477 , 0.01312800 
12478 , 0.00036221 
12479 , 1.60280000 
12480 , 0.00343400 
12481 , 0.05300600 
12482 , 0.01653000 
12483 , 0.00001276 
12484 , 0.25331800 
12485 , 0.00398400 
12486 , 0.00095680 
12487 , 0.00040000 
12488 , 0.00029800 
12489 , 0.00053854 
12490 , 0.04600250 
12491 , 0.42500600 
12492 , 0.30598365 
12493 , 0.00852000 
12494 , 0.00006890 
12495 , 0.87000000 
12496 , 0.00268870 
12497 , 0.00707480 
12498 , 0.01842676 
12499 , 0.00000100 
12500 , 0.00112500 
12501 , 0.00050029 
12502 , 0.00010500 
12503 , 0.03800000 
12504 , 0.10649221 
12505 , 0.00061100 
12506 , 0.00060100 
12507 , 0.00836071 
12508 , 0.00095680 
12509 , 0.00128700 
12510 , 0.00623500 
12511 , 0.05756391 
12512 , 0.93684575 
12513 , 0.00690400 
12514 , 0.00002248 
12515 , 0.17890000 
12516 , 0.00256800 
12517 , 0.05524500 
12518 , 0.00001276 
12519 , 0.00100000 
12520 , 0.37235600 
12521 , 0.00061861 
12522 , 0.00712041 
12523 , 0.00061861 
12524 , 0.12807800 
12525 , 0.00000100 
12526 , 0.00301700 
12527 , 0.09000000 
12528 , 0.00095680 
12529 , 0.00054000 
12530 , 0.00712000 
12531 , 0.00386800 
12532 , 0.00020000 
12533 , 0.02091200 
12534 , 0.00268870 
12535 , 0.00622200 
12536 , 0.08000000 
12537 , 0.00000500 
12538 , 1.12000000 
12539 , 0.00058347 
12540 , 0.00032200 
12541 , 0.00099580 
12542 , 0.00892400 
12543 , 0.00049945 
12544 , 0.00069800 
12545 , 0.01000000 
12546 , 0.55699900 
12547 , 0.01900000 
12548 , 0.00010000 
12549 , 0.41773790 
12550 , 0.00351580 
12551 , 0.93684575 
12552 , 0.06000000 
12553 , 0.00095680 
12554 , 0.00339203 
12555 , 0.00105000 
12556 , 0.39166253 
12557 , 0.00301700 
12558 , 0.17200000 
12559 , 0.05936000 
12560 , 0.00622200 
12561 , 0.08730000 
12562 , 0.00095680 
12563 , 1.04880000 
12564 , 0.00060100 
12565 , 0.00383189 
12566 , 0.01000000 
12567 , 0.00001610 
12568 , 0.00095680 
12569 , 0.00094812 
12570 , 0.18921641 
12571 , 0.00001208 
12572 , 0.00275500 
12573 , 0.74420500 
12574 , 0.00403900 
12575 , 0.00010637 
12576 , 0.00214414 
12577 , 0.09700000 
12578 , 0.00020000 
12579 , 0.00100000 
12580 , 0.22063105 
12581 , 1.23560000 
12582 , 0.00095390 
12583 , 0.00100000 
12584 , 0.02122000 
12585 , 0.11916700 
12586 , 0.00100000 
12587 , 0.61524600 
12588 , 0.30705000 
12589 , 0.00622200 
12590 , 0.00048500 
12591 , 0.02091200 
12592 , 0.00012100 
12593 , 0.28865747 
12594 , 0.00034260 
12595 , 0.02980000 
12596 , 0.06615100 
12597 , 0.56353800 
12598 , 0.04360000 
12599 , 0.00295600 
12600 , 0.00085200 
12601 , 0.00105000 
12602 , 0.08174400 
12603 , 0.52684200 
12604 , 0.00001379 
12605 , 0.00214414 
12606 , 0.00100000 
12607 , 0.00243710 
12608 , 0.00056000 
12609 , 0.10000000 
12610 , 0.08993931 
12611 , 0.04600250 
12612 , 0.00003666 
12613 , 0.00100000 
12614 , 0.00095680 
12615 , 0.05524500 
12616 , 0.00295600 
12617 , 0.21735000 
12618 , 0.00095390 
12619 , 0.00093183 
12620 , 0.02556400 
12621 , 0.00010000 
12622 , 0.00622200 
12623 , 0.00061613 
12624 , 0.90000000 
12625 , 0.31065900 
12626 , 0.00058347 
12627 , 0.05000000 
12628 , 0.00715900 
12629 , 1.06650000 
12630 , 0.07616200 
12631 , 0.00095680 
12632 , 0.01402242 
12633 , 2.56986114 
12634 , 0.42500600 
12635 , 0.00852000 
12636 , 0.00010000 
12637 , 0.12346000 
12638 , 0.21735000 
12639 , 0.00707480 
12640 , 0.00029800 
12641 , 0.00345244 
12642 , 0.05524500 
12643 , 0.00095680 
12644 , 0.00438000 
12645 , 0.01003600 
12646 , 0.00095680 
12647 , 0.50000000 
12648 , 0.00000875 
12649 , 0.00622200 
12650 , 0.00040000 
12651 , 0.00094812 
12652 , 0.39698326 
12653 , 0.00622200 
12654 , 0.00001680 
12655 , 0.00112500 
12656 , 0.04600250 
12657 , 0.01474900 
12658 , 0.00010000 
12659 , 0.00095680 
12660 , 0.00010000 
12661 , 0.05651500 
12662 , 0.00007700 
12663 , 0.00662830 
12664 , 0.00094812 
12665 , 0.00010000 
12666 , 0.02980757 
12667 , 0.08993931 
12668 , 0.00052000 
12669 , 0.00066300 
12670 , 0.02091200 
12671 , 0.06000000 
12672 , 0.00073080 
12673 , 0.00026600 
12674 , 0.00000675 
12675 , 0.00095680 
12676 , 0.39166253 
12677 , 0.03985500 
12678 , 0.76370000 
12679 , 0.00000731 
12680 , 0.00001500 
12681 , 0.01000000 
12682 , 0.02671000 
12683 , 0.00060100 
12684 , 0.06184496 
12685 , 1.27897200 
12686 , 0.00057134 
12687 , 0.06615100 
12688 , 0.00095680 
12689 , 0.00083164 
12690 , 0.00060100 
12691 , 0.01373500 
12692 , 0.00690400 
12693 , 0.00095680 
12694 , 0.39698326 
12695 , 0.00398500 
12696 , 0.00000500 
12697 , 0.00791800 
12698 , 0.00095680 
12699 , 0.00622200 
12700 , 0.00268870 
12701 , 0.00042000 
12702 , 0.42000000 
12703 , 0.00622200 
12704 , 0.00000674 
12705 , 0.00712041 
12706 , 0.28052000 
12707 , 0.00001379 
12708 , 0.05524500 
12709 , 0.00041300 
12710 , 0.39166253 
12711 , 0.00100000 
12712 , 0.00112500 
12713 , 0.00100000 
12714 , 0.00093183 
12715 , 0.10912500 
12716 , 0.00268870 
12717 , 0.00039187 
12718 , 0.00000733 
12719 , 0.00042600 
12720 , 0.00351580 
12721 , 0.00623500 
12722 , 0.00095680 
12723 , 0.11027378 
12724 , 0.53746400 
12725 , 0.00093230 
12726 , 0.00093183 
12727 , 0.00109080 
12728 , 0.06000000 
12729 , 0.00060300 
12730 , 2.05300000 
12731 , 0.00853600 
12732 , 0.11253967 
12733 , 0.00000733 
12734 , 0.00438000 
12735 , 0.39166253 
12736 , 0.00255400 
12737 , 0.00095680 
12738 , 0.01000000 
12739 , 0.00060300 
12740 , 0.00112500 
12741 , 0.06016000 
12742 , 0.00100000 
12743 , 0.00112500 
12744 , 0.39698326 
12745 , 0.00100000 
12746 , 0.00690400 
12747 , 0.10883600 
12748 , 0.06000000 
12749 , 1.05469000 
12750 , 0.00498000 
12751 , 0.00054000 
12752 , 0.00095680 
12753 , 0.05000000 
12754 , 0.00689300 
12755 , 0.01653000 
12756 , 0.00095680 
12757 , 0.25331800 
12758 , 0.00095680 
12759 , 0.00026600 
12760 , 0.00064600 
12761 , 0.00064600 
12762 , 0.43168000 
12763 , 0.01842676 
12764 , 0.00060300 
12765 , 0.02033500 
12766 , 0.00095680 
12767 , 1.99605000 
12768 , 0.12410000 
12769 , 0.00438691 
12770 , 0.00099580 
12771 , 0.00010000 
12772 , 0.67973333 
12773 , 0.12410000 
12774 , 0.00622200 
12775 , 0.00100000 
12776 , 0.00295600 
12777 , 0.01123100 
12778 , 0.08730000 
12779 , 0.00123500 
12780 , 1.46259000 
12781 , 1.46035000 
12782 , 0.33281697 
12783 , 0.01000000 
12784 , 0.00988000 
12785 , 0.00095680 
12786 , 0.25331800 
12787 , 1.27897200 
12788 , 0.00095680 
12789 , 0.38850000 
12790 , 0.27650000 
12791 , 0.00099580 
12792 , 0.12346000 
12793 , 0.03758500 
12794 , 0.00076400 
12795 , 0.00000581 
12796 , 0.00100000 
12797 , 0.00112500 
12798 , 0.09332900 
12799 , 0.08151985 
12800 , 0.11916700 
12801 , 0.00099580 
12802 , 0.00099580 
12803 , 0.08006072 
12804 , 0.02464000 
12805 , 0.00996000 
12806 , 0.00085200 
12807 , 0.00345244 
12808 , 0.00100000 
12809 , 0.62437233 
12810 , 0.00450900 
12811 , 0.00356060 
12812 , 0.00100000 
12813 , 0.00002400 
12814 , 0.00182600 
12815 , 0.00095680 
12816 , 1.00860000 
12817 , 0.02122000 
12818 , 0.00095680 
12819 , 0.17874800 
12820 , 0.23600000 
12821 , 0.10912500 
12822 , 0.00029400 
12823 , 0.00343400 
12824 , 0.93684575 
12825 , 0.00093183 
12826 , 0.01408800 
12827 , 0.00061861 
12828 , 0.05000000 
12829 , 0.00553700 
12830 , 0.09400000 
12831 , 0.00053854 
12832 , 0.00095680 
12833 , 0.00095680 
12834 , 0.00085200 
12835 , 0.00095390 
12836 , 0.88000000 
12837 , 0.00094812 
12838 , 0.02102600 
12839 , 0.05524500 
12840 , 0.01404700 
12841 , 0.10500000 
12842 , 0.00068303 
12843 , 0.00006135 
12844 , 0.79000000 
12845 , 0.00296000 
12846 , 0.01707860 
12847 , 0.02012100 
12848 , 0.00345244 
12849 , 0.00112500 
12850 , 0.02878200 
12851 , 0.00010400 
12852 , 0.05524500 
12853 , 0.00010000 
12854 , 0.00095680 
12855 , 0.00449000 
12856 , 0.09000000 
12857 , 0.00161700 
12858 , 0.10494707 
12859 , 0.28865747 
12860 , 0.16295700 
12861 , 0.02987000 
12862 , 0.02298751 
12863 , 0.00010000 
12864 , 0.17418200 
12865 , 0.00642000 
12866 , 0.00100000 
12867 , 0.00095680 
12868 , 1.19839040 
12869 , 0.00010000 
12870 , 0.00690400 
12871 , 0.00451100 
12872 , 0.40553500 
12873 , 0.65531200 
12874 , 0.01919300 
12875 , 0.00915500 
12876 , 0.12260000 
12877 , 0.00010000 
12878 , 0.00095680 
12879 , 0.00377200 
12880 , 0.00715900 
12881 , 0.00277500 
12882 , 0.01707860 
12883 , 0.00094812 
12884 , 0.01920000 
12885 , 0.00032200 
12886 , 0.00003400 
12887 , 0.00380700 
12888 , 0.41773790 
12889 , 0.00720000 
12890 , 0.01000000 
12891 , 1.60000000 
12892 , 0.00100000 
12893 , 0.10704700 
12894 , 0.00707480 
12895 , 0.00010000 
12896 , 0.00004682 
12897 , 0.00095680 
12898 , 0.67973333 
12899 , 0.00095680 
12900 , 0.14000000 
12901 , 0.00369600 
12902 , 0.46143300 
12903 , 0.00095680 
12904 , 0.00010000 
12905 , 0.00010000 
12906 , 0.00010000 
12907 , 0.00112500 
12908 , 0.00001610 
12909 , 0.00112500 
12910 , 0.17753000 
12911 , 0.00095680 
12912 , 0.00622200 
12913 , 0.00093183 
12914 , 0.00100000 
12915 , 0.00622200 
12916 , 0.00689300 
12917 , 0.00112500 
12918 , 0.19360800 
12919 , 0.00001379 
12920 , 0.00382140 
12921 , 0.08730000 
12922 , 0.02250300 
12923 , 0.00100000 
12924 , 0.00037300 
12925 , 0.03758500 
12926 , 0.00642000 
12927 , 0.04000000 
12928 , 0.00296000 
12929 , 0.02913130 
12930 , 0.00123500 
12931 , 0.05524500 
12932 , 0.15510000 
12933 , 0.00007423 
12934 , 0.00052922 
12935 , 0.00001548 
12936 , 0.12468600 
12937 , 0.09700000 
12938 , 0.00094812 
12939 , 0.57174000 
12940 , 0.00079200 
12941 , 0.00093183 
12942 , 0.46081700 
12943 , 0.00052500 
12944 , 0.03000000 
12945 , 0.00054000 
12946 , 0.02254992 
12947 , 0.03197700 
12948 , 0.00000100 
12949 , 0.39166253 
12950 , 0.03195200 
12951 , 0.52684200 
12952 , 3.85000000 
12953 , 0.08730000 
12954 , 0.07000000 
12955 , 0.00430529 
12956 , 0.02000000 
12957 , 0.01000000 
12958 , 0.00095680 
12959 , 0.00054000 
12960 , 0.28255800 
12961 , 0.00274700 
12962 , 0.00065000 
12963 , 0.00297500 
12964 , 0.04830000 
12965 , 0.07014800 
12966 , 0.00125200 
12967 , 0.00006135 
12968 , 0.01047050 
12969 , 0.23400000 
12970 , 0.00853600 
12971 , 0.00442000 
12972 , 0.03619000 
12973 , 0.00057134 
12974 , 0.00159700 
12975 , 0.01142720 
12976 , 0.00296000 
12977 , 0.00010000 
12978 , 0.00449000 
12979 , 0.05200000 
12980 , 0.00495000 
12981 , 0.01842676 
12982 , 0.08151985 
12983 , 0.00095680 
12984 , 0.00430529 
12985 , 0.06000000 
12986 , 0.03800000 
12987 , 0.00100000 
12988 , 0.02464000 
12989 , 0.00040000 
12990 , 0.01675790 
12991 , 0.00056000 
12992 , 0.00002400 
12993 , 0.00061100 
12994 , 0.00099773 
12995 , 0.07978398 
12996 , 0.13950000 
12997 , 0.00099580 
12998 , 0.00095680 
12999 , 0.01123219 
13000 , 0.00083164 
13001 , 0.00005080 
13002 , 0.03241000 
13003 , 0.00093230 
13004 , 0.00623500 
13005 , 0.11000000 
13006 , 0.00712041 
13007 , 0.00099773 
13008 , 0.01269132 
13009 , 0.02464000 
13010 , 0.03881800 
13011 , 0.00123500 
13012 , 0.00475200 
13013 , 0.53746400 
13014 , 0.01919300 
13015 , 0.00128700 
13016 , 0.00386800 
13017 , 0.00386800 
13018 , 0.02612000 
13019 , 0.00100000 
13020 , 0.00095680 
13021 , 0.00712000 
13022 , 0.00010400 
13023 , 0.13420000 
13024 , 0.07592400 
13025 , 0.00296000 
13026 , 0.61524600 
13027 , 0.00299700 
13028 , 0.02612000 
13029 , 0.02254992 
13030 , 0.00214414 
13031 , 0.33250000 
13032 , 0.00990201 
13033 , 0.00345244 
13034 , 0.00184100 
13035 , 0.00398400 
13036 , 0.02091200 
13037 , 0.30199900 
13038 , 0.00112500 
13039 , 0.00095680 
13040 , 0.00076000 
13041 , 0.02913130 
13042 , 0.01020000 
13043 , 0.01720200 
13044 , 0.00690400 
13045 , 0.05936000 
13046 , 0.00037816 
13047 , 0.00095680 
13048 , 0.02195200 
13049 , 0.00622200 
13050 , 0.00377200 
13051 , 1.14294000 
13052 , 0.00095680 
13053 , 0.27216000 
13054 , 0.00257300 
13055 , 0.00095680 
13056 , 0.00095680 
13057 , 0.00080000 
13058 , 0.00011200 
13059 , 0.00112500 
13060 , 0.05145000 
13061 , 0.02523800 
13062 , 0.00095680 
13063 , 0.02000000 
13064 , 0.00054000 
13065 , 0.00836071 
13066 , 0.00061100 
13067 , 0.00449000 
13068 , 0.00006000 
13069 , 0.00099580 
13070 , 0.02878200 
13071 , 0.00063091 
13072 , 0.87000000 
13073 , 0.00095680 
13074 , 0.11820000 
13075 , 0.00032200 
13076 , 0.02479697 
13077 , 1.62560000 
13078 , 0.00002485 
13079 , 0.83537743 
13080 , 0.00095680 
13081 , 1.31363152 
13082 , 0.00112500 
13083 , 0.07616200 
13084 , 0.00892400 
13085 , 0.00060300 
13086 , 0.00004229 
13087 , 0.00010000 
13088 , 0.02878200 
13089 , 0.00112500 
13090 , 0.00095680 
13091 , 0.00295600 
13092 , 0.00057134 
13093 , 0.00010000 
13094 , 0.00002400 
13095 , 0.00112500 
13096 , 0.03800000 
13097 , 0.00095680 
13098 , 0.01404700 
13099 , 0.00200700 
13100 , 0.00744900 
13101 , 0.07027680 
13102 , 0.01580100 
13103 , 0.05524500 
13104 , 0.00006135 
13105 , 0.01728100 
13106 , 0.00058347 
13107 , 0.00451100 
13108 , 0.02091200 
13109 , 0.00056000 
13110 , 0.01440517 
13111 , 0.00081505 
13112 , 0.00996000 
13113 , 0.00336500 
13114 , 0.00100000 
13115 , 0.00105000 
13116 , 0.00345244 
13117 , 0.00064600 
13118 , 0.83537743 
13119 , 0.00358300 
13120 , 0.00214414 
13121 , 0.00083164 
13122 , 0.06184496 
13123 , 0.00060300 
13124 , 0.02878200 
13125 , 0.00626130 
13126 , 2.05300000 
13127 , 0.00100000 
13128 , 0.00100000 
13129 , 0.02523800 
13130 , 0.05756391 
13131 , 0.00005549 
13132 , 0.00626130 
13133 , 0.00100000 
13134 , 0.00049945 
13135 , 0.00112500 
13136 , 0.00126100 
13137 , 2.56986114 
13138 , 0.12000000 
13139 , 0.00003400 
13140 , 0.02250000 
13141 , 0.10649221 
13142 , 0.40206800 
13143 , 0.00095680 
13144 , 0.00053900 
13145 , 0.11400000 
13146 , 0.00010400 
13147 , 0.00112500 
13148 , 0.14167400 
13149 , 0.00451100 
13150 , 0.02091200 
13151 , 0.67973333 
13152 , 0.00123500 
13153 , 0.00815000 
13154 , 0.06807000 
13155 , 0.54717000 
13156 , 0.00010000 
13157 , 0.02070027 
13158 , 0.05000000 
13159 , 0.34321700 
13160 , 0.00462300 
13161 , 0.00112500 
13162 , 0.00623500 
13163 , 0.13409700 
13164 , 0.00056000 
13165 , 0.08174400 
13166 , 0.12770000 
13167 , 0.00112500 
13168 , 0.00100000 
13169 , 0.00100000 
13170 , 0.05300600 
13171 , 0.01111834 
13172 , 0.00000900 
13173 , 0.18593000 
13174 , 0.04452800 
13175 , 0.00214414 
13176 , 0.00095680 
13177 , 0.83000000 
13178 , 0.56353800 
13179 , 0.00009182 
13180 , 0.00100000 
13181 , 0.00623500 
13182 , 0.00094812 
13183 , 0.01269132 
13184 , 0.62437233 
13185 , 0.00099580 
13186 , 0.00095680 
13187 , 0.01000000 
13188 , 0.00056000 
13189 , 0.03640000 
13190 , 0.01312800 
13191 , 0.00061100 
13192 , 0.00095680 
13193 , 0.00061861 
13194 , 0.34951000 
13195 , 0.00056000 
13196 , 0.00060300 
13197 , 0.05050900 
13198 , 0.00095680 
13199 , 0.00214414 
13200 , 0.00001276 
13201 , 0.00377200 
13202 , 0.00010000 
13203 , 0.00029000 
13204 , 0.00001276 
13205 , 0.07844938 
13206 , 0.00000731 
13207 , 0.14167400 
13208 , 0.00100000 
13209 , 0.04360000 
13210 , 0.00457600 
13211 , 0.00622200 
13212 , 0.02916000 
13213 , 0.00049945 
13214 , 0.81000000 
13215 , 0.03985500 
13216 , 0.10000000 
13217 , 0.00095680 
13218 , 0.00712041 
13219 , 0.41773790 
13220 , 0.00057302 
13221 , 0.07027680 
13222 , 0.01161000 
13223 , 0.18754303 
13224 , 0.00623500 
13225 , 0.02960000 
13226 , 0.00095390 
13227 , 0.00083164 
13228 , 0.00095680 
13229 , 0.00112500 
13230 , 0.05756391 
13231 , 0.68420000 
13232 , 0.33250000 
13233 , 0.01123219 
13234 , 0.03127000 
13235 , 0.09126600 
13236 , 0.00128700 
13237 , 0.00094812 
13238 , 0.00095680 
13239 , 0.00380900 
13240 , 0.00095680 
13241 , 0.00000733 
13242 , 0.00095680 
13243 , 0.00000100 
13244 , 0.02630000 
13245 , 0.00615700 
13246 , 0.00054000 
13247 , 0.00095680 
13248 , 0.01675790 
13249 , 0.00112500 
13250 , 0.00029000 
13251 , 1.55500000 
13252 , 0.00061164 
13253 , 0.00093183 
13254 , 0.00436100 
13255 , 0.00623500 
13256 , 0.00095680 
13257 , 0.19360800 
13258 , 0.04600250 
13259 , 0.54000000 
13260 , 0.33250000 
13261 , 0.00780000 
13262 , 0.27216000 
13263 , 0.14167400 
13264 , 0.00369600 
13265 , 0.00100000 
13266 , 0.02298751 
13267 , 0.00100000 
13268 , 0.09126600 
13269 , 0.00010000 
13270 , 0.01707860 
13271 , 0.00095680 
13272 , 0.01807600 
13273 , 1.60280000 
13274 , 0.00712000 
13275 , 0.00622200 
13276 , 0.00053478 
13277 , 0.07754000 
13278 , 0.00801200 
13279 , 0.00098800 
13280 , 0.00058347 
13281 , 0.00040000 
13282 , 0.02987000 
13283 , 0.01112900 
13284 , 0.00832700 
13285 , 0.00004682 
13286 , 0.00032200 
13287 , 0.45000000 
13288 , 0.00391763 
13289 , 0.17418200 
13290 , 0.00112500 
13291 , 0.17874800 
13292 , 0.00095680 
13293 , 0.00095390 
13294 , 0.00095680 
13295 , 0.08797584 
13296 , 0.00095680 
13297 , 0.00100000 
13298 , 0.24000000 
13299 , 0.20526400 
13300 , 0.00095680 
13301 , 0.30598365 
13302 , 0.00100000 
13303 , 0.03844909 
13304 , 0.00100000 
13305 , 0.00112500 
13306 , 0.05400000 
13307 , 0.00095680 
13308 , 0.01112900 
13309 , 0.00554200 
13310 , 1.01250000 
13311 , 0.00047880 
13312 , 0.00277500 
13313 , 0.00112000 
13314 , 0.05651500 
13315 , 0.00099580 
13316 , 0.00112500 
13317 , 0.83000000 
13318 , 0.00112500 
13319 , 0.00056000 
13320 , 0.00000733 
13321 , 0.00924700 
13322 , 0.00690400 
13323 , 0.01707860 
13324 , 0.01000000 
13325 , 0.00095680 
13326 , 0.00095680 
13327 , 0.00112500 
13328 , 0.00095390 
13329 , 0.00057134 
13330 , 0.09700000 
13331 , 0.00255400 
13332 , 0.12346000 
13333 , 0.00003000 
13334 , 0.00021600 
13335 , 0.02523800 
13336 , 0.00009520 
13337 , 0.00852000 
13338 , 0.00095680 
13339 , 0.00118100 
13340 , 0.00094812 
13341 , 0.00256800 
13342 , 0.83000000 
13343 , 0.17000000 
13344 , 0.00000733 
13345 , 0.00836071 
13346 , 0.00095680 
13347 , 0.00061613 
13348 , 0.08006072 
13349 , 0.00048000 
13350 , 0.05000000 
13351 , 0.00112500 
13352 , 0.00105000 
13353 , 0.15000000 
13354 , 0.55699900 
13355 , 0.58700000 
13356 , 0.00060100 
13357 , 0.05524500 
13358 , 0.00000508 
13359 , 0.00100000 
13360 , 0.00001276 
13361 , 0.00000001 
13362 , 0.00000450 
13363 , 0.00064600 
13364 , 0.09332900 
13365 , 0.06615100 
13366 , 0.00345244 
13367 , 0.00020000 
13368 , 0.00095680 
13369 , 1.11000000 
13370 , 0.45000000 
13371 , 0.00095680 
13372 , 0.00255400 
13373 , 0.02753200 
13374 , 0.38850000 
13375 , 0.00345244 
13376 , 0.21735000 
13377 , 0.00093230 
13378 , 0.00032200 
13379 , 0.00100000 
13380 , 0.00030000 
13381 , 0.04809410 
13382 , 0.02012100 
13383 , 0.02298751 
13384 , 0.00099580 
13385 , 0.00011827 
13386 , 0.00042600 
13387 , 0.04952702 
13388 , 0.00071000 
13389 , 0.00929600 
13390 , 0.00214414 
13391 , 0.00085200 
13392 , 0.00060300 
13393 , 0.61524600 
13394 , 0.02464000 
13395 , 0.00100000 
13396 , 0.00071000 
13397 , 0.03065848 
13398 , 0.00315700 
13399 , 0.00061100 
13400 , 0.00391763 
13401 , 0.05050000 
13402 , 0.01842676 
13403 , 0.00095680 
13404 , 0.00054000 
13405 , 0.00296000 
13406 , 0.18150000 
13407 , 0.76370000 
13408 , 0.16300000 
13409 , 0.00100000 
13410 , 0.11000000 
13411 , 0.00112500 
13412 , 0.00105000 
13413 , 0.00058347 
13414 , 0.00100000 
13415 , 0.00642000 
13416 , 0.02878200 
13417 , 0.00100000 
13418 , 0.00100000 
13419 , 0.00060100 
13420 , 0.00112500 
13421 , 0.09000000 
13422 , 0.11916700 
13423 , 0.00188470 
13424 , 0.00095680 
13425 , 0.00295600 
13426 , 0.00345244 
13427 , 0.00054033 
13428 , 0.15000000 
13429 , 0.00100000 
13430 , 0.00853600 
13431 , 0.01373500 
13432 , 0.03232226 
13433 , 0.02630000 
13434 , 0.00095680 
13435 , 0.00277500 
13436 , 0.02987000 
13437 , 0.01373500 
13438 , 0.01919300 
13439 , 0.31569000 
13440 , 0.12468600 
13441 , 0.00112500 
13442 , 0.00123500 
13443 , 0.00712041 
13444 , 0.00054000 
13445 , 0.00095680 
13446 , 0.00001276 
13447 , 0.00776731 
13448 , 0.04930000 
13449 , 0.00642000 
13450 , 0.00047400 
13451 , 0.00094812 
13452 , 0.00122200 
13453 , 0.17874800 
13454 , 0.00100000 
13455 , 0.05300600 
13456 , 0.00095680 
13457 , 0.00345244 
13458 , 0.00054000 
13459 , 0.00100000 
13460 , 0.04360000 
13461 , 0.05145000 
13462 , 0.00715900 
13463 , 0.05050000 
13464 , 0.06120400 
13465 , 0.00054000 
13466 , 0.18921641 
13467 , 0.00001276 
13468 , 0.12346000 
13469 , 0.00095680 
13470 , 0.00095680 
13471 , 0.37598400 
13472 , 0.00095680 
13473 , 0.00100000 
13474 , 0.05625000 
13475 , 0.01373500 
13476 , 0.00662830 
13477 , 0.00061100 
13478 , 0.28255800 
13479 , 0.03810000 
13480 , 0.00100000 
13481 , 0.00000800 
13482 , 0.01842676 
13483 , 0.00095680 
13484 , 0.08993931 
13485 , 0.00056000 
